Date,Open,High,Low,Close,Adj Close,Volume
2009-12-24,148.032211,155.897842,147.814545,154.304932,144.047638,24521152
2009-12-29,155.333893,156.877335,152.563599,155.541656,145.202133,14875284
2009-12-30,153.355118,157.649063,153.355118,155.551559,145.211380,15049219
2009-12-31,156.333176,158.222900,154.562164,156.629990,146.218109,27676037
2010-01-04,156.303482,164.040497,156.184769,163.535919,152.664963,27906448
2010-01-05,162.259598,167.147186,153.246277,160.686478,150.004974,23669317
2010-01-06,162.200241,162.932388,159.311234,160.933823,150.235855,14990820
2010-01-07,161.171280,161.923218,154.344498,155.432831,145.100540,22722030
2010-01-08,156.323273,159.251862,155.343781,156.283707,145.894852,16495776
2010-01-11,158.104172,158.104172,154.789719,156.352951,145.959488,11776347
2010-01-12,155.927521,157.708420,154.552277,155.591125,145.248322,10657130
2010-01-13,155.333893,157.193939,152.781265,155.323990,144.998917,17659374
2010-01-14,155.531769,156.778397,154.255447,154.769943,144.481720,8626217
2010-01-15,154.938126,158.994629,153.355118,157.748001,147.261810,18955837
2010-01-18,157.045532,161.012970,155.383362,160.449020,149.783264,18756613
2010-01-19,160.874466,162.022156,158.707703,159.627838,149.016708,11559642
2010-01-20,160.280823,160.755737,158.114075,159.281540,148.693405,10185363
2010-01-21,158.242691,159.024307,154.403870,154.888657,144.592545,9291983
2010-01-22,150.861862,155.828583,149.199677,153.958633,143.724350,12698513
2010-01-25,153.988327,154.938126,150.386948,152.098587,141.987930,8448704
2010-01-27,148.803925,150.861862,140.730530,142.066193,132.622452,16092885
2010-01-28,143.461227,145.370758,138.959518,140.710739,131.357086,27120072
2010-01-29,139.503677,140.849243,132.874786,137.396286,128.262970,20899408
2010-02-01,136.080399,143.134735,134.230240,142.442169,132.973434,24102055
2010-02-02,144.450623,146.429398,139.513580,140.384232,131.052307,21818956
2010-02-03,141.482452,143.856995,140.364456,142.778564,133.287445,11665708
2010-02-04,142.669724,143.461227,135.763794,136.456375,127.385536,14364089
2010-02-05,132.577972,134.259933,130.233124,133.013306,124.171333,22246872
2010-02-06,null,null,null,null,null,null
2010-02-08,133.577255,136.119980,125.404907,133.221069,124.365295,17350173
2010-02-09,131.638046,136.139771,131.400604,133.834488,124.937935,13384786
2010-02-10,135.546127,137.327026,131.984329,132.518600,123.709526,13442883
2010-02-11,133.567352,136.911484,133.280441,136.100189,127.053017,10099224
2010-02-15,137.307236,138.989197,134.655685,135.180054,126.194054,12144363
2010-02-16,135.961670,140.295197,135.546127,139.137604,129.888504,10227647
2010-02-17,140.493073,142.867599,140.107208,140.789886,131.431000,12520479
2010-02-18,141.383514,142.452057,139.206863,140.463394,131.126205,11860551
2010-02-19,139.305801,140.374344,136.021042,138.474716,129.269699,12664376
2010-02-22,140.493073,141.423096,138.820999,139.513580,130.239487,8688478
2010-02-23,138.316422,140.869034,137.524902,138.454926,129.251221,13054284
2010-02-24,136.931274,138.187790,133.567352,135.437302,126.434181,15428009
2010-02-25,136.139771,136.139771,130.866333,132.063492,123.284660,23716569
2010-02-26,131.588577,142.600464,131.588577,140.730530,131.375549,27928931
2010-03-02,142.471848,159.805923,142.471848,157.916183,147.418808,49889228
2010-03-03,160.280823,161.062439,157.352234,160.132416,149.487701,34628599
2010-03-04,160.063156,164.179016,158.133850,160.874466,150.180450,36989165
2010-03-05,161.863846,161.863846,156.659668,157.164261,146.716888,27008963
2010-03-08,158.302048,161.685760,156.946594,157.837036,147.344940,20424255
2010-03-09,155.333893,155.333893,150.980576,153.562881,143.354904,57668210
2010-03-10,153.948746,156.877335,153.444153,154.097153,143.853622,22771045
2010-03-11,154.344498,154.898560,151.722626,152.444870,142.311203,13225081
2010-03-12,152.959351,154.156509,150.159393,150.565033,140.556305,18038608
2010-03-15,149.397568,153.493622,148.803925,152.187637,142.071075,17543044
2010-03-16,152.959351,155.996780,152.781265,155.541656,145.202133,14401329
2010-03-17,156.283707,157.461075,153.948746,154.443436,144.176910,18807902
2010-03-18,154.878769,156.125397,153.196808,154.403870,144.139984,10309081
2010-03-19,153.454056,155.620804,153.355118,155.066757,144.758820,9961296
2010-03-22,153.750870,154.987595,150.109924,150.426529,140.427017,15177582
2010-03-23,150.386948,152.059021,145.637894,146.290878,136.566284,24082386
2010-03-25,147.418793,149.001801,141.334045,143.500809,133.961670,44001415
2010-03-26,144.747437,149.753738,144.134018,148.358704,138.496658,39431276
2010-03-29,149.021591,150.288010,145.449905,146.548126,136.806442,26307691
2010-03-30,147.399002,150.307800,146.548126,149.585541,139.641953,27946856
2010-03-31,149.991196,151.673157,148.645630,149.931824,139.965210,16156899
2010-04-01,150.386948,154.344498,150.386948,153.879486,143.650452,20006815
2010-04-05,154.967819,155.927521,149.595444,154.631424,144.352417,16111998
2010-04-06,155.314102,155.511978,152.068909,153.186920,143.003922,11920952
2010-04-07,153.345215,157.906296,153.256180,157.381927,146.920059,20079249
2010-04-08,157.510544,157.708420,152.246994,153.958633,143.724350,11364522
2010-04-09,155.333893,161.141602,154.344498,160.211563,149.561600,29347237
2010-04-12,160.270935,160.270935,153.968536,154.552277,144.278534,29781931
2010-04-13,154.938126,155.670273,150.604614,153.295746,143.105515,49489395
2010-04-15,154.344498,157.787567,152.761475,153.424377,143.225601,30353385
2010-04-16,153.355118,156.214447,153.216599,155.284424,144.961990,17014035
2010-04-19,151.623688,154.245560,151.059738,153.513412,143.308716,18251422
2010-04-20,153.750870,158.074493,153.750870,156.788284,146.365891,21190375
2010-04-21,157.154358,160.676575,153.384796,160.162094,149.515427,24958473
2010-04-22,159.667404,169.125961,158.499924,165.554260,154.549149,53118709
2010-04-23,165.821396,167.899109,163.743683,167.097702,155.989990,28966138
2010-04-26,167.602295,170.333008,165.227768,168.354233,157.162979,15735528
2010-04-27,168.057419,169.145737,166.820679,167.513245,156.377914,22734583
2010-04-28,164.258163,166.988876,138.514297,162.566315,151.759827,19690948
2010-04-29,164.218597,168.176147,162.922501,166.721741,155.639023,41823624
2010-04-30,167.800171,173.835434,167.206543,172.667969,161.189987,30858379
2010-05-03,172.351364,174.666519,167.730911,169.076492,157.837250,23773791
2010-05-04,169.986725,172.054535,165.841187,166.652481,155.574371,18968476
2010-05-05,162.259598,166.533752,159.558578,165.198090,154.216660,18946811
2010-05-06,165.227768,165.227768,159.528900,160.963501,150.263565,24010448
2010-05-07,159.251862,159.251862,150.010986,150.931107,140.898071,28801931
2010-05-10,156.719025,161.665970,151.485168,160.993195,150.291290,22222064
2010-05-11,161.586823,162.061722,156.966385,158.282257,147.760544,21729699
2010-05-12,157.332458,160.656799,156.620087,158.826431,148.268585,19139875
2010-05-13,160.270935,165.603729,160.112625,164.406570,153.477737,23865686
2010-05-14,164.634140,165.227768,160.399551,161.517563,150.780792,13830264
2010-05-17,159.687195,159.687195,153.275955,156.164978,145.784012,24175191
2010-05-18,157.312668,157.312668,151.415909,152.830734,142.671417,22833144
2010-05-19,151.376343,151.376343,139.909332,141.462677,132.059036,42604941
2010-05-20,142.076096,144.905746,137.594162,140.869034,131.504883,32478158
2010-05-21,136.535522,141.343948,133.864166,140.463394,131.126205,42409395
2010-05-24,142.471848,146.310669,138.910049,139.889542,130.590485,27683087
2010-05-25,138.316422,138.395569,132.577972,133.260651,124.402237,22896567
2010-05-26,133.567352,141.264786,133.567352,140.394135,131.061539,26941684
2010-05-27,139.919220,148.408173,139.394852,146.775681,137.018860,46147010
2010-05-28,150.386948,153.097870,146.933990,148.309235,138.450470,39059693
2010-05-31,149.179901,151.237823,146.627274,149.397568,139.466461,22413182
2010-06-01,148.032211,150.070343,142.580673,143.451340,133.915512,24048880
2010-06-02,145.440002,148.378494,143.678894,147.646347,137.831650,28703946
2010-06-03,149.397568,152.761475,149.397568,151.821564,141.729340,24720427
2010-06-04,151.910599,153.523315,149.516281,152.682327,142.532883,17680584
2010-06-07,149.595444,149.595444,144.925522,145.855560,136.159927,27858317
2010-06-08,145.835770,149.694382,144.648499,145.598312,135.919769,26978136
2010-06-09,145.440002,147.359421,143.105057,144.064758,134.488144,33286679
2010-06-10,146.162262,150.871750,144.450623,150.208862,140.223846,24950044
2010-06-11,152.266785,152.939575,149.921936,151.356552,141.295227,26420786
2010-06-14,151.969971,152.919785,149.229370,150.436417,140.436279,17644648
2010-06-15,150.584824,152.167847,148.289444,150.327591,140.334671,16351196
2010-06-16,151.376343,155.927521,151.376343,154.413757,144.149185,26018942
2010-06-17,155.136017,159.390381,153.355118,158.737381,148.185440,23857959
2010-06-18,159.291443,160.676575,156.916916,158.658234,148.111542,20921856
2010-06-21,160.082947,162.922501,159.311234,159.746552,149.127502,19993034
2010-06-22,160.181885,160.181885,156.639877,157.837036,147.344940,15775037
2010-06-23,156.343063,159.667404,155.937408,156.531052,146.125763,17385856
2010-06-24,156.778397,157.866714,154.690781,155.373459,145.045120,15245467
2010-06-25,155.373459,156.125397,151.524750,152.148056,142.034119,17019276
2010-06-28,152.365723,157.085098,152.365723,156.174866,145.793259,12556784
2010-06-29,156.125397,156.125397,151.673157,152.553711,142.412796,14291135
2010-06-30,150.436417,154.710571,150.149490,154.047684,143.807465,17480177
2010-07-01,153.909164,154.364288,150.614502,150.931107,140.898071,12274979
2010-07-02,152.365723,153.523315,150.980576,151.653366,141.572296,12038767
2010-07-05,151.366440,154.295029,150.208862,151.020157,140.981201,16098868
2010-07-06,151.366440,152.721909,150.584824,151.950180,141.849396,14020533
2010-07-07,151.673157,152.345932,148.091568,148.596161,138.718353,12754144
2010-07-08,150.386948,151.594009,149.328308,149.625122,139.678894,11395778
2010-07-09,150.584824,152.860413,150.189072,152.504242,142.366623,15919247
2010-07-12,153.750870,156.956482,152.820847,156.352951,145.959488,22252204
2010-07-13,156.521149,159.232071,155.838470,158.678024,148.129990,14691923
2010-07-14,159.687195,161.230637,157.312668,158.302048,147.779022,13678058
2010-07-15,158.302048,160.676575,156.521149,160.181885,149.533905,15651496
2010-07-16,160.280823,165.395966,160.073059,164.713287,153.764084,26426881
2010-07-19,163.644745,165.010101,162.487167,163.308350,152.452545,9332836
2010-07-20,164.040497,164.832016,160.082947,160.884354,150.189682,8860549
2010-07-21,161.863846,163.427078,161.547241,162.328857,151.538162,9242644
2010-07-22,162.061722,166.217148,161.270218,165.623520,154.613800,13248283
2010-07-23,166.632690,167.592407,164.515411,165.900543,154.872406,13194906
2010-07-26,166.415039,166.454605,161.883636,162.497055,151.695190,8951373
2010-07-27,162.457474,167.790283,162.457474,167.117493,156.008469,14545160
2010-07-28,166.612915,169.877884,166.612915,169.145737,157.901886,14313133
2010-07-29,169.402985,172.005066,167.285690,171.500488,160.100113,18101253
2010-07-30,168.987442,170.333008,166.860260,167.473679,156.340958,10827028
2010-08-02,168.977539,170.748550,166.850357,167.671555,156.525696,11074418
2010-08-03,169.165527,169.383194,166.039063,166.573334,155.500488,14728713
2010-08-04,166.810791,167.800171,165.227768,167.097702,155.989990,7603626
2010-08-05,167.404419,171.510376,166.791000,170.372589,159.047180,14736203
2010-08-06,170.174713,178.445984,169.828415,176.843185,165.087662,34896871
2010-08-09,177.832565,182.393646,177.100418,181.928635,169.835052,21464474
2010-08-10,183.036743,191.347610,175.556976,189.428192,179.769012,81052897
2010-08-11,190.407684,202.725571,190.269165,199.203339,189.045700,82490235
2010-08-12,199.262711,204.447098,196.007629,202.765137,192.425888,34680035
2010-08-13,203.220261,204.803284,199.361649,200.529129,190.303909,19571364
2010-08-16,201.211807,202.359497,196.433060,198.144699,188.041031,13504956
2010-08-17,198.837265,201.597656,197.481812,199.193451,189.036362,20910035
2010-08-18,200.647858,209.453400,200.449966,207.435059,196.857697,33446080
2010-08-19,205.792664,207.771439,204.199753,205.881714,195.383545,15331571
2010-08-20,203.556656,205.396912,200.420288,200.914978,190.670074,20173575
2010-08-23,201.805435,203.061951,199.064835,200.914978,190.670074,12888823
2010-08-24,201.023819,201.835114,199.282501,200.202621,189.994034,9869360
2010-08-25,199.361649,200.539017,194.533432,196.353912,186.341583,15772252
2010-08-26,195.898788,201.429474,195.334839,197.363083,187.299301,30891404
2010-08-27,197.283936,200.232315,195.324951,196.057098,186.059906,12903049
2010-08-30,198.669067,199.836548,193.959595,195.869110,185.881500,13117949
2010-08-31,194.909409,200.825943,194.187149,199.925598,189.731140,32532480
2010-09-01,200.845734,201.736176,198.500885,200.004745,189.806259,14422741
2010-09-02,202.032990,204.199753,200.647858,201.231583,190.970535,13703574
2010-09-03,201.854904,202.873978,199.905807,200.598373,190.369598,5986873
2010-09-06,201.755966,205.792664,201.755966,204.803284,194.360092,10815687
2010-09-07,204.407516,209.849152,204.407516,205.624466,195.139420,11105372
2010-09-08,204.803284,206.524811,203.052063,204.387741,193.965759,7991987
2010-09-09,204.605408,206.465454,199.589203,200.816040,190.576187,11910673
2010-09-13,202.072571,204.704346,201.300842,203.220261,192.857803,12417880
2010-09-14,204.803284,211.333237,202.824509,208.800400,198.153397,28712790
2010-09-15,210.739609,213.509888,201.657028,202.745346,192.407104,32875429
2010-09-16,202.923447,205.990540,201.835114,203.576447,193.195847,18527507
2010-09-17,205.594788,207.355896,203.714951,204.902222,194.453995,14344420
2010-09-20,205.782776,209.967880,205.199036,209.245636,198.575928,13433877
2010-09-21,209.354462,214.697159,208.048477,213.826492,202.923218,24206907
2010-09-22,217.447662,219.446213,209.601807,211.907089,201.101669,15792487
2010-09-23,212.520508,213.707764,210.244919,212.579865,201.740143,11276250
2010-09-24,211.135361,213.183395,210.175659,212.302841,201.477234,8037616
2010-09-27,215.785477,216.675934,211.788361,214.439911,203.505356,11043551
2010-09-28,213.500000,214.697159,211.036423,213.806702,202.904449,8215034
2010-09-29,213.875961,219.614410,213.816605,218.941635,207.777527,20404829
2010-09-30,219.634201,220.633484,214.944504,217.289352,206.209518,15719417
2010-10-01,218.654709,228.548584,217.863205,220.465286,209.223480,34713076
2010-10-04,222.790344,226.965561,217.665314,225.392441,213.899399,17769624
2010-10-05,226.559921,226.599487,223.245468,224.462418,213.016800,10861094
2010-10-06,226.362045,227.737289,224.591034,225.323181,213.833664,14441525
2010-10-07,225.580429,227.163437,221.157867,223.344406,211.955780,9498570
2010-10-08,224.472305,225.511169,216.280182,218.249054,207.120255,13647423
2010-10-11,221.227112,229.290634,218.852585,227.875809,216.256134,13036338
2010-10-12,227.727402,230.507568,226.658859,228.865189,217.195053,14779922
2010-10-13,228.865189,233.990219,227.331635,232.773270,220.903900,13505826
2010-10-14,233.099777,236.463684,231.823456,234.138626,222.199585,13352852
2010-10-15,234.287033,235.434723,227.697708,228.756363,217.091797,9338355
2010-10-18,226.569809,233.050308,224.046875,231.308975,219.514236,15690758
2010-10-19,233.495529,235.078552,231.516754,232.337936,220.490753,10234859
2010-10-20,231.496964,232.901901,228.152832,229.072968,217.392242,7828280
2010-10-21,230.527359,233.188812,229.735855,230.942902,219.166840,10193262
2010-10-22,232.189529,232.516037,226.599487,227.331635,215.739716,10673084
2010-10-25,228.607956,235.454514,228.607956,234.613541,222.650299,9469365
2010-10-26,234.643219,237.453079,233.208603,236.414215,224.359146,14224144
2010-10-27,235.474304,237.848831,234.188095,236.671463,224.603287,8511909
2010-10-28,237.453079,239.431854,234.534378,235.988785,223.955429,16175042
2010-10-29,235.988785,236.800079,225.798096,229.340103,217.645767,10778624
2010-11-01,233.416382,234.455231,230.190964,231.635483,219.824097,7876703
2010-11-02,232.545715,232.704010,226.579712,228.400177,216.753754,11642340
2010-11-03,229.923843,235.850266,229.874374,234.593750,222.631516,8046298
2010-11-04,236.443909,245.368179,233.099777,244.190811,231.739212,18715401
2010-11-08,247.346954,253.263489,245.872772,251.156097,238.349319,14387391
2010-11-09,253.471268,256.053558,249.652237,251.284714,238.471375,19715842
2010-11-10,266.343201,266.738953,256.686768,257.735535,244.593277,28740933
2010-11-11,261.000519,261.831604,250.255753,252.481873,239.607513,19481339
2010-11-12,250.315125,255.440155,245.684784,246.604919,234.030212,15998145
2010-11-15,246.753326,248.890396,242.202133,247.782288,235.147552,14427209
2010-11-16,250.315125,250.414063,234.959824,238.551300,226.387268,18540530
2010-11-18,241.014877,244.774551,232.783173,243.537811,231.119507,25559314
2010-11-19,245.368179,246.357574,232.901901,235.276428,223.279388,16342448
2010-11-22,238.640350,244.121552,235.682068,242.934280,230.546768,10901483
2010-11-23,241.014877,243.270676,233.732986,240.124420,227.880173,17503687
2010-11-24,240.638901,249.464249,238.462250,241.183075,228.884872,20702923
2010-11-25,243.488342,247.327164,237.462967,238.600769,226.434235,18600774
2010-11-26,239.827606,240.995087,225.184662,230.814285,219.044769,23512958
2010-11-29,230.705460,236.295486,226.569809,234.682785,222.716034,11346172
2010-11-30,232.516037,246.209167,230.200867,244.368896,231.908234,18689167
2010-12-01,243.389404,257.834473,242.647369,254.618958,241.635620,30293120
2010-12-02,257.003387,262.880341,256.409760,261.228058,247.907715,28966482
2010-12-03,260.406860,266.481720,257.824585,260.149628,246.884277,28659135
2010-12-06,262.187775,273.466797,261.801910,268.688049,254.987305,44883612
2010-12-07,267.154510,267.589844,259.654938,264.245697,250.771454,24262518
2010-12-08,263.572906,266.521301,256.449310,264.384216,250.902939,37380826
2010-12-09,264.572205,265.155945,249.127853,252.066330,239.213165,27527774
2010-12-10,250.710876,250.908752,239.827606,246.872055,234.283752,22295766
2010-12-13,248.534225,256.014008,247.980164,252.729233,239.842255,16594175
2010-12-14,254.668427,260.208984,250.968109,258.418213,245.241165,19158776
2010-12-15,257.794891,264.166534,255.281845,261.772217,248.424133,18236064
2010-12-16,261.000519,270.775665,255.509399,266.541077,252.949829,19317192
2010-12-20,263.572906,269.885223,261.693085,267.332581,253.700943,14196879
2010-12-21,267.332581,269.885223,263.731232,267.134705,253.513184,10812054
2010-12-22,268.341766,271.369293,266.541077,270.132568,256.358185,12828124
2010-12-23,269.311371,271.982727,264.324860,267.678864,254.029587,10304407
2010-12-24,265.551697,266.936829,257.656372,258.457794,245.278702,16127932
2010-12-27,258.032349,261.376465,255.826004,257.458496,244.330353,8742582
2010-12-28,258.329163,258.665558,249.968842,251.086838,238.283600,18243573
2010-12-29,251.304504,253.263489,247.742706,252.066330,239.213165,15456785
2010-12-30,252.096024,258.230225,251.937714,257.270508,244.151978,14592932
2010-12-31,258.428101,260.387085,256.449310,258.893097,245.691818,8846131
2011-01-03,262.722046,264.166534,257.478302,258.912903,245.710602,8480698
2011-01-04,259.991333,261.317108,254.282562,256.924225,243.823318,11792059
2011-01-05,257.240845,259.199829,252.491776,253.837341,240.893845,7965283
2011-01-06,255.103760,257.418915,247.020462,249.523605,236.800095,11030563
2011-01-07,249.325729,249.988617,229.537979,235.513885,223.504730,21823221
2011-01-10,235.672180,238.818436,229.023499,232.842529,220.969589,24076605
2011-01-11,234.267242,237.235413,225.689255,229.152115,217.467377,21430559
2011-01-12,233.495529,242.024048,232.704010,241.014877,228.725220,24175519
2011-01-13,241.608505,246.743423,239.827606,244.715179,232.236862,28974199
2011-01-14,242.400024,242.400024,231.912506,233.970428,222.039993,17378776
2011-01-17,234.969711,235.078552,228.647522,233.267960,221.373322,12138596
2011-01-18,234.484909,239.154831,233.891281,237.364029,225.260544,14289937
2011-01-19,238.996521,239.016312,234.148529,236.018463,223.983597,12275924
2011-01-20,234.465134,237.848831,229.963409,236.404327,224.349777,11811864
2011-01-21,235.474304,238.244583,231.981766,234.959824,222.978943,10804575
2011-01-24,234.959824,237.017746,232.525925,235.137909,223.147934,6420389
2011-01-25,237.215622,237.215622,229.518188,230.725235,218.960266,12718970
2011-01-27,233.881393,237.354141,231.714630,236.631882,224.565735,21052972
2011-01-28,235.078552,235.454514,222.018631,227.618561,216.012024,15697246
2011-01-31,220.633484,229.340103,220.059647,226.975464,215.401703,12785820
2011-02-01,227.846115,227.846115,210.343857,211.541016,200.754272,25801333
2011-02-02,215.152283,223.383987,213.173508,220.485077,209.242264,22464911
2011-02-03,217.625748,230.428421,216.478058,228.904770,217.232620,14176336
2011-02-04,227.608673,235.464401,225.580429,227.727402,216.115295,24900735
2011-02-07,225.798096,229.508301,219.802399,226.836945,215.270248,17675020
2011-02-08,227.559204,229.102646,218.506302,220.089325,208.866684,15107437
2011-02-09,217.665314,221.187546,208.266144,212.441360,201.608719,24693875
2011-02-10,212.916260,221.009445,212.441360,218.160019,207.035782,15376154
2011-02-11,219.327499,231.516754,217.417969,226.114700,214.584824,18418788
2011-02-14,236.166870,241.766815,235.840378,239.283447,227.082077,22358249
2011-02-15,240.203583,246.931412,237.819153,244.843811,232.358917,20341477
2011-02-16,244.180908,246.298203,240.886261,245.061462,232.565445,8898446
2011-02-17,243.775269,248.227509,242.439590,247.069931,234.471512,8783062
2011-02-18,247.149078,248.910187,237.670746,238.551300,226.387268,13037718
2011-02-21,238.442459,239.174606,224.670181,229.884262,218.162186,22259966
2011-02-22,227.559204,228.350708,222.157135,224.957108,213.486267,12652636
2011-02-23,224.591034,230.131607,223.621429,226.352142,214.810165,10373475
2011-02-24,225.382553,225.956390,205.525528,208.642105,198.003204,27479492
2011-02-25,214.103531,222.612259,212.233582,219.782608,208.575638,23675008
2011-02-28,220.633484,222.889282,208.760834,214.251938,203.326965,32936017
2011-03-01,217.467438,226.767685,217.101364,225.946503,214.425217,16617058
2011-03-03,225.145096,234.425552,221.622879,232.802948,220.932037,24321630
2011-03-04,236.206451,236.364746,230.705460,232.654541,220.791199,16747431
2011-03-07,228.548584,228.548584,221.820755,223.195999,211.814957,15032881
2011-03-08,222.810135,230.507568,222.612259,229.963409,218.237289,11187862
2011-03-09,231.773987,232.802948,228.152832,230.190964,218.453247,8613937
2011-03-10,230.745026,232.486343,227.757080,230.527359,218.772491,9448044
2011-03-11,228.746460,231.912506,223.997406,230.052460,218.321808,10636263
2011-03-14,228.548584,233.436157,225.619995,232.664444,220.800598,7874601
2011-03-15,225.639786,229.528076,223.334518,225.995972,214.472153,9013856
2011-03-16,227.954956,232.387405,226.945786,230.824173,219.054153,9036527
2011-03-17,227.163437,230.012878,224.106232,225.570526,214.068405,9032721
2011-03-18,228.152832,228.152832,220.237732,221.118286,209.843185,12633716
2011-03-21,223.423553,224.274429,220.673065,221.860321,210.547379,9665340
2011-03-22,223.621429,226.312576,223.621429,224.808701,213.345428,10590215
2011-03-23,223.908356,226.510452,222.820038,224.967010,213.495651,8258485
2011-03-24,226.787476,229.913940,226.609390,229.003708,217.326523,5973436
2011-03-25,231.694839,235.850266,229.795212,234.257355,222.312286,8578910
2011-03-28,235.870056,242.973862,235.355576,242.202133,229.851929,10631114
2011-03-29,243.666428,246.555450,239.926544,245.259354,232.753265,10904318
2011-03-30,245.664993,249.068497,245.091156,247.149078,234.546661,8188538
2011-03-31,248.316559,249.503815,241.608505,247.020462,234.424576,12968559
2011-04-01,245.566055,247.327164,244.250168,245.724365,233.194580,6426352
2011-04-04,245.368179,248.929977,244.774551,248.178040,235.523132,6545193
2011-04-05,249.028915,254.252884,246.169586,253.352539,240.433777,9861795
2011-04-06,254.737686,257.972992,252.956787,256.983582,243.879684,12918993
2011-04-07,255.212585,257.636597,252.590714,255.440155,242.414932,7981152
2011-04-08,254.074799,254.806946,246.575241,247.999954,235.354126,6889310
2011-04-11,244.972427,247.327164,239.580261,241.321579,229.016296,6465806
2011-04-13,239.392273,247.871338,238.422684,247.119400,234.518463,10990760
2011-04-15,247.149078,251.106628,243.092590,244.546982,232.077225,7786713
2011-04-18,244.863586,249.879791,237.650955,238.610657,226.443604,8936854
2011-04-19,237.235413,240.213470,235.147797,237.710312,225.589157,8257848
2011-04-20,240.361877,248.445175,240.243149,247.693237,235.063049,9279930
2011-04-21,248.296768,248.929977,243.983032,246.110214,233.560760,6037869
2011-04-25,244.606354,248.732101,244.606354,245.872772,233.335403,3600964
2011-04-26,245.566055,250.710876,242.301071,249.582977,236.856430,5786749
2011-04-27,249.127853,251.858566,246.575241,247.248016,234.640533,6580068
2011-04-28,248.138474,248.979446,243.003540,243.844528,231.410599,6905431
2011-04-29,243.191528,256.577942,240.223358,244.744873,232.265015,6356607
2011-05-02,245.664993,246.159698,241.163284,242.469269,230.105453,5867512
2011-05-03,241.816284,242.766083,227.163437,230.151398,218.415680,10442426
2011-05-04,230.131607,232.684235,225.422119,229.399460,217.702087,8152829
2011-05-05,229.537979,232.466568,223.799530,225.016479,213.542587,5394325
2011-05-06,227.519623,239.036102,226.757797,237.443192,225.335663,11239677
2011-05-09,237.255203,237.927979,231.299088,232.872208,220.997772,6402004
2011-05-10,232.704010,238.135757,231.714630,234.732254,222.762970,7554666
2011-05-11,234.682785,240.421234,233.742874,239.758347,227.532776,8956174
2011-05-12,237.037537,241.410629,234.000107,234.880676,222.903839,9508238
2011-05-13,236.186661,244.220490,234.910355,239.639618,227.420105,10128121
2011-05-16,237.453079,241.371048,234.504700,240.569656,228.302689,12026138
2011-05-17,239.629730,241.014877,233.218491,235.276428,223.279388,7890571
2011-05-18,235.128021,235.266525,226.124588,227.391006,215.796051,12912545
2011-05-19,228.370499,230.675766,225.986069,227.727402,216.115295,10150008
2011-05-20,227.796646,233.871490,227.796646,231.249619,219.457916,7206966
2011-05-23,228.350708,228.350708,222.236298,223.492813,212.096634,9471877
2011-05-24,223.423553,225.966278,220.029953,221.988953,210.669449,10603819
2011-05-25,221.721817,225.966278,221.642654,224.353577,212.913498,9051142
2011-05-26,225.817871,231.259506,225.649673,230.012878,218.284210,14230926
2011-05-27,232.506134,232.506134,214.103531,215.458984,204.472458,36507473
2011-05-30,216.666046,218.001709,212.292938,213.183395,202.312897,14337441
2011-05-31,213.935333,217.685104,212.856903,216.735291,205.683701,21812058
2011-06-01,216.873810,217.071686,212.837112,213.687988,202.791763,12190917
2011-06-02,211.728989,211.728989,206.227997,207.415268,196.838898,13160850
2011-06-03,207.375687,209.354462,200.697327,202.587051,192.256882,18193522
2011-06-06,200.153152,204.170074,199.905807,202.567261,192.238098,10494787
2011-06-07,201.241486,204.565826,200.974350,203.259842,192.895355,10702375
2011-06-08,202.408966,206.514923,202.032990,203.526962,193.148865,10460791
2011-06-09,203.616013,204.001877,198.550354,202.062668,191.759216,15309118
2011-06-10,202.507904,202.695877,200.054214,201.755966,191.468170,10366693
2011-06-13,201.043610,201.587769,198.688858,199.915710,189.721756,9117445
2011-06-14,199.559525,199.836548,194.147568,194.711517,184.782928,18158005
2011-06-15,194.711517,197.501602,192.772324,196.719986,186.688980,17065451
2011-06-16,195.404099,197.679688,193.949692,194.642273,184.717224,8892139
2011-06-17,196.284653,196.413269,193.168076,194.108002,184.210190,7010420
2011-06-20,194.216827,194.701630,183.145584,184.224014,174.830200,12139966
2011-06-21,185.609161,187.934219,184.026138,185.252975,175.806686,15616489
2011-06-22,186.994293,187.103134,183.501755,185.193619,175.750366,10873971
2011-06-23,185.015518,188.369553,183.284088,186.994293,177.459213,14139804
2011-06-24,187.637405,192.416138,187.637405,191.238770,181.487259,12766323
2011-06-27,189.368835,194.790680,188.033157,193.474792,183.609268,10943666
2011-06-28,194.711517,195.997726,191.505905,194.850037,184.914398,8802407
2011-06-29,196.076874,200.400497,195.572296,197.313614,187.252365,15611249
2011-06-30,197.481812,198.649292,194.187149,196.729874,186.698380,12195990
2011-07-01,199.856339,199.856339,195.107285,196.828812,186.792252,9831675
2011-07-04,199.658463,202.794815,198.570129,200.182831,189.975266,10758485
2011-07-05,201.835114,203.497284,199.658463,201.033707,190.782745,11706177
2011-07-06,201.657028,205.387024,200.163055,204.902222,194.453995,12015444
2011-07-07,204.427307,209.384140,203.220261,208.849869,198.200333,13654837
2011-07-08,209.156586,212.579865,206.979935,208.562958,197.928070,9533475
2011-07-11,208.562958,210.343857,206.940353,208.335388,197.712112,5947490
2011-07-12,205.001160,206.287354,198.866959,202.804718,192.463455,10584332
2011-07-13,203.418137,207.474625,202.824509,206.920563,196.369415,7318116
